day,mean_diff,median_diff
2014-06-08,-0.002815485927068595,-0.0027151637172879717
2014-06-09,-0.003037712209760457,-0.002718652483734152
2014-06-10,-0.00556302750417248,-0.005131242720675999
2014-06-11,-0.005445909378707148,-0.0052533201636566496
2014-06-12,-0.00537063246650904,-0.005402604425395419
2014-06-13,-0.005073477792641112,-0.004824498991426118
2014-06-14,-0.005019588647656059,-0.0052400282399851505
2014-06-15,-0.003772362427356901,-0.0035843097949324054
2014-06-16,-0.005094663718948178,-0.0055130197682873305
2014-06-17,-0.0055094329616740545,-0.005731479297218067
2014-06-18,-0.004854576256255516,-0.005012773559160966
2014-06-19,-0.004193922120042437,-0.0037025770487375542
2014-06-20,-0.0040911995967396475,-0.0041771607859433235
2014-06-21,-0.0051187676515016545,-0.004925427416656802
2014-06-22,-0.002320863961235542,-0.001918010510513879
2014-06-23,-0.004529212787974357,-0.00418932645784964
2014-06-24,-0.005127863588606285,-0.004513627050343194
2014-06-25,-0.004946950996659094,-0.004367277181750895
2014-06-26,-0.005128571970529849,-0.004999083802024629
2014-06-27,-0.005295610930912353,-0.005170412649204703
2014-06-28,-0.005127376429961528,-0.004553286438816029
2014-06-29,-0.0033809247228562267,-0.003650437892798397
2014-06-30,-0.004409477169134535,-0.00422523455966628
2014-07-01,-0.005688975929646789,-0.005395126682492979
2014-07-02,-0.006400810992317263,-0.0061952883684313065
2014-07-03,-0.005657925545887732,-0.005648665390867835
2014-07-04,-0.005408943469526584,-0.005516369506630259
2014-07-05,-0.005285606137213739,-0.004789145329556099
2014-07-06,-0.004399687263296537,-0.004051704930613909
2014-07-07,-0.0061825005931561705,-0.006335954469890659
2014-07-08,-0.005711015035352096,-0.005323483442674304
2014-07-09,-0.0065392540462712034,-0.007061312785200391
2014-07-10,-0.005959874859337022,-0.005166981516759428
2014-07-11,-0.006331048447907106,-0.006230578565243672
2014-07-12,-0.006826938889176848,-0.006603476652302431
2014-07-13,-0.004235753960531774,-0.003917156224449547
2014-07-14,-0.00578855763793773,-0.005417116171398284
2014-07-15,-0.006006543151328314,-0.006072693214409508
2014-07-16,-0.006728973019043183,-0.006977625303824064
2014-07-17,-0.005655683299933489,-0.00550597528294805
2014-07-18,-0.006118515692500992,-0.005980799309939888
2014-07-19,-0.0057179397705975354,-0.00559410266553062
2014-07-20,-0.0044823756140355275,-0.004566500328463841
2014-07-21,-0.006002450472548881,-0.006752570741433761
2014-07-22,-0.005658313070211474,-0.005433979755163465
2014-07-23,-0.004441588921433981,-0.004502017037943062
2014-07-24,-0.004706801061351795,-0.004959641980475604
2014-07-25,-0.004482769072504,-0.004544747129954008
2014-07-26,-0.0033740064202663067,-0.003299192263672923
2014-07-27,-0.0015774306199083377,-0.0009350171816120412
2014-07-28,-0.004429291869620711,-0.0038252210996119196
2014-07-29,-0.0043610203322344,-0.004149875108177659
2014-07-30,-0.00427855330290372,-0.0039845765014174805
2014-07-31,-0.004911624770500778,-0.004759482751454991
2014-08-01,-0.0045599572191532545,-0.004997573593266136
2014-08-02,-0.005277459766959147,-0.005462094113043214
2014-08-03,-0.0019003813975997375,-0.001330579234338547
2014-08-04,-0.00522716764165998,-0.006033157275232792
2014-08-05,-0.005696476260447891,-0.005701247615947924
2014-08-06,-0.0056539582780466,-0.00526688191197322
2014-08-07,-0.005795625019752837,-0.006052123330285708
2014-08-08,-0.004485484118642136,-0.0046331353257154095
2014-08-09,-0.0043149132413879965,-0.004183323588083709
2014-08-10,-0.0008127377026596605,-0.0005020930954215963
2014-08-11,-0.0031556426087087086,-0.002081808359855719
2014-08-12,-0.0049240475104026515,-0.0044809431412140555
