day,mean_diff,median_diff
2014-06-08,0.001491209721573128,0.0014576868720033165
2014-06-09,2.4561257708111128e-05,-0.00015912895413783268
2014-06-10,0.0005958399471388542,0.0001028494925792156
2014-06-11,0.0004638326252013325,0.0006313163655700116
2014-06-12,0.0007809846677802046,0.0004683772781273188
2014-06-13,0.0004856462828579655,0.0005714310497118014
2014-06-14,-4.989610086414409e-05,-0.00018578412160885627
2014-06-15,0.0007385000810711251,0.0004464591512347571
2014-06-16,-8.617215530359879e-05,-0.00014524911248159356
2014-06-17,-2.1380809554605307e-05,-0.00021023649013662826
2014-06-18,-0.0005334014577726975,-0.0003483070161165447
2014-06-19,-0.00041741474354495267,-0.00020518062564200967
2014-06-20,-0.000405491076860498,-0.000780358680839699
2014-06-21,-0.001053036937299634,-0.0016174268806345982
2014-06-22,-0.00048767731935694947,-0.0006188713008308255
2014-06-23,-0.0008378357563798566,-0.001253038155702102
2014-06-24,-0.00043781350868954405,-0.0002190210793759917
2014-06-25,-0.00012280136335607317,-0.00015449916843235378
2014-06-26,-0.0011008502544491705,-0.0010784855978867025
2014-06-27,-0.000533450287280024,-0.0008635906369862667
2014-06-28,-0.001114568103694591,-0.0019977674166256065
2014-06-29,-0.00022274902182517486,-0.00045883862706253
2014-06-30,-0.0012032848025507192,-0.0015429034719607326
2014-07-01,-2.28212052097998e-05,-0.0003824768597711081
2014-07-02,-0.0008679052635158779,-0.0010541486455075688
2014-07-03,-0.0009417301480314499,-0.0014424700504382937
2014-07-04,-0.0008106594822030466,-0.0011432630882706185
2014-07-05,-0.00024316495983245368,-0.000864970558868805
2014-07-06,-0.000300834004308026,-0.0005776422727978847
2014-07-07,-0.0008202798785239551,-0.0008067796749007261
2014-07-08,-0.0009352505602482353,-0.001060368896352859
2014-07-09,-0.00035877167292031054,-0.0005622523546948699
2014-07-10,-0.00032409686564438545,-0.0005612870234004141
2014-07-11,-0.0011936177572042794,-0.0013840083498610767
2014-07-12,-0.0013320439314750132,-0.002193481690857757
2014-07-13,-0.0011410240512879088,-0.0014432246558613304
2014-07-14,-0.0005391087569828201,-0.0006677307608160543
2014-07-15,-0.0006913331823663604,-0.0008927303117953755
2014-07-16,-0.00026624003120256923,-0.00031461273508837095
2014-07-17,-0.0005366010359957318,-0.0006164472673026999
2014-07-18,-0.0012713517857625423,-0.0013538330853171132
2014-07-19,-0.0012290135146117986,-0.001247758692156653
2014-07-20,-0.0009998438641227736,-0.0014656695212991178
2014-07-21,-0.0004045730130879388,-0.0006488124565267039
2014-07-22,-0.00032354693471425833,-0.0002698956271953712
2014-07-23,7.835730167671251e-05,0.0002040901376474391
2014-07-24,-0.0006119025055233429,-0.0009510637784080345
2014-07-25,-0.00022380828676205056,-0.00014368319248392325
2014-07-26,-0.0009453885199997014,-0.0016029235322863045
2014-07-27,-0.00033816728899149773,-0.0006550063353716329
2014-07-28,-0.0005305148319942887,-4.4818234033572324e-05
2014-07-29,-0.000613781243789191,-0.0011462681200467006
2014-07-30,-0.00010263140641719737,-0.0006086325387313352
2014-07-31,-0.00048488189179285435,-0.0007706019545266063
2014-08-01,7.588521846013663e-05,-0.0003176654554388758
2014-08-02,-0.0006061020699481556,-0.0010521772656095774
2014-08-03,-0.00031087600491175316,-0.00028533709880407265
2014-08-04,-0.0011468295951504448,-0.0013032333644544813
2014-08-05,-0.0010514789407165548,-0.001153082934824523
2014-08-06,-3.049075714134375e-06,-0.00044740076853777566
2014-08-07,0.00038296446765784253,0.0004967678461962333
2014-08-08,0.00011077892013466872,0.000365389689331197
2014-08-09,9.66931956014605e-05,-0.00026932102581356254
2014-08-10,0.0005706898253594606,4.824401329561745e-05
2014-08-11,0.00010731718536183266,0.000491730932312695
2014-08-12,-0.00032450068089739936,-0.00036537437742456547
2014-08-13,-0.0004900539064565113,-0.0009019912224146331
2014-08-14,-0.00011065111738584044,-0.0005324845806191636
2014-08-15,-0.0005028879694468635,-0.00047188955512567077
2014-08-16,0.0005992384941755358,0.0004936760843892163
2014-08-17,6.173362010475358e-05,-0.0004650600008830885
2014-08-18,-0.0004053557389136486,-0.0008657883008209577
2014-08-19,-0.000740635565775527,-0.0008966568295432076
2014-08-20,-0.00045099984309038277,-0.0007914797238763871
2014-08-21,-0.00038364749750008365,-0.0010212022525233344
2014-08-22,0.0003044134406553489,4.7997314236436495e-05
2014-08-23,0.0007365922873141528,0.0002011032748077124
2014-08-24,-0.0002248297297717805,-0.0004843321548249069
2014-08-25,0.0003036640121831802,-0.00020836468133911268
2014-08-26,0.0006113640685645461,0.0003008023344164279
2014-08-27,0.00018306785526278624,0.0002310859268181975
2014-08-28,2.959995231921475e-05,-0.00034305042202964486
2014-08-29,5.247251498041727e-05,-3.507368792954324e-06
2014-08-30,0.0006971404582545304,9.791481449705763e-05
2014-08-31,0.0005029213127913934,-0.0005731395013151008
2014-09-01,0.00025071314963520663,0.0001656694070368836
2014-09-02,0.00038889648202600213,0.00017789914484556135
2014-09-03,-0.0005028532411983644,-0.0005562184868836972
2014-09-04,0.0001288931883547395,-5.5723490429926414e-05
2014-09-05,0.0005144295243919572,0.00013423548742919067
2014-09-06,0.0013728994272590445,0.0013433146428623033
2014-09-07,0.0006392045154088866,0.0005463105644363253
2014-09-08,0.00010008158397334377,-5.7607189100084e-05
2014-09-09,-0.0002870639943841624,-0.0008484815097433707
2014-09-10,0.00035291212537180705,0.00013810481976817002
2014-09-11,0.00044012016399741505,0.00011742087598975992
