day,mean_diff,median_diff
2014-06-08,0.0015527842160871774,0.0014589372720004157
2014-06-09,0.0003885927502724762,0.0002677779671267366
2014-06-10,0.0007676047282678677,0.0002937636443425262
2014-06-11,0.0006748175870370243,0.0008453846099811813
2014-06-12,0.0009097419997992073,0.0006948649907252413
2014-06-13,0.0007057520793178895,0.000824695515773799
2014-06-14,0.00017860017844095744,-2.543133717058943e-05
2014-06-15,0.0007346787663751186,0.0004126221370912564
2014-06-16,0.00013838269361299282,5.515029578662123e-05
2014-06-17,0.0003418245909558859,0.00011249820129632937
2014-06-18,-0.00040058386207197927,-5.382405795106848e-05
2014-06-19,-4.200152486366626e-05,0.00012709138849720247
2014-06-20,-8.572333767253859e-05,-0.0004554443906421568
2014-06-21,-0.0006771734350958791,-0.0011293587689247264
2014-06-22,-6.59817027730547e-05,-0.0001378253498836024
2014-06-23,-0.000561011207998785,-0.0010710627930479166
2014-06-24,3.2576982799348286e-05,0.00021939274024385114
2014-06-25,0.0002514891155129817,9.351346145658468e-05
2014-06-26,-0.000767020407473451,-0.0008394342731810056
2014-06-27,-0.00015136100102308703,-0.0003571395743549033
2014-06-28,-0.0006880070774422098,-0.0014064217002520696
2014-06-29,0.00015555871207095784,-0.00018585607857057873
2014-06-30,-0.0009455457140259416,-0.0012255690261879781
2014-07-01,0.00033876706271596113,-0.00010223962145228249
2014-07-02,-0.0005517832331694006,-0.0008063246734952845
2014-07-03,-0.0005560902408485724,-0.0010053697607814716
2014-07-04,-0.0004839310811790565,-0.0008491172170115302
2014-07-05,-1.5829957681345874e-05,-0.000575543529452327
2014-07-06,-3.154512682224109e-05,-0.0002975215551976884
2014-07-07,-0.0005938432779886149,-0.000543478973209055
2014-07-08,-0.0006747147832664169,-0.0008112080858055926
2014-07-09,-1.6808153000313908e-05,-0.00019436156309926567
2014-07-10,-9.782080617259936e-05,-0.00029779666535012517
2014-07-11,-0.0008814580147478157,-0.0009784450044141302
2014-07-12,-0.0010860275026303157,-0.0019645381950865737
2014-07-13,-0.0009923222707284296,-0.0012319091383652392
2014-07-14,-0.00035782070676249056,-0.0004733861534012007
2014-07-15,-0.0004900708389794506,-0.0007282095789034049
2014-07-16,-0.0001161084847074445,-0.00012760514214327223
2014-07-17,-0.0006882895705271341,-0.0007450168480098718
2014-07-18,-0.0012237151441762961,-0.00120332502490883
2014-07-19,-0.001364183883205028,-0.0014197690878829938
2014-07-20,-0.0010618161070172771,-0.0015376505116628802
2014-07-21,-0.0005967377466022938,-0.000909361297706468
2014-07-22,-0.0003355935796063303,-0.0002495335655006148
2014-07-23,1.7492089687598522e-05,0.00019732102805902763
2014-07-24,-0.0008464248809096908,-0.0012509202158823562
2014-07-25,-0.0005027328434881184,-0.0002583239169657858
2014-07-26,-0.0009595258244901039,-0.00155030266925138
2014-07-27,-0.0006665874837996633,-0.0009456253586250796
2014-07-28,-0.00039780358336471977,0.00012332433342443494
2014-07-29,-0.0006833439887612425,-0.0011010969688416417
2014-07-30,-0.00021103088282514726,-0.0006758536647926139
2014-07-31,-0.0007960985757700101,-0.001074647580310062
2014-08-01,-9.252436420470467e-05,-0.0005320657205756252
2014-08-02,-0.0008253657536461123,-0.0012190501407509657
2014-08-03,-0.0004550238663301176,-0.00029498447443598863
2014-08-04,-0.0012872998072832598,-0.001478461501273065
2014-08-05,-0.0011235169951684387,-0.001092332212372371
2014-08-06,-0.0005106516052981735,-0.0006837162817410203
2014-08-07,0.000202372465282874,0.0002261251680695242
2014-08-08,6.806712615992083e-06,0.00023189064360940037
2014-08-09,7.465249640636884e-05,-0.0003355676593406187
2014-08-10,0.0002973653835591783,-0.00014898619921410727
2014-08-11,-0.00011785126882069008,0.00020470546561202063
2014-08-12,-0.0005037451533875803,-0.0005382814199068608
2014-08-13,-0.0005360540597252328,-0.0009143027068365672
2014-08-14,-0.00020129285712333633,-0.0006668041349073839
2014-08-15,-0.0005528779684120799,-0.0004711045738334807
2014-08-16,0.0006808785994811828,0.0006389857274471389
2014-08-17,0.0001371985396489972,-0.0004297800965358256
2014-08-18,-0.0004716947305771768,-0.0009792400203336715
2014-08-19,-0.0006696199760314325,-0.0007981952824858141
2014-08-20,-0.0004423781494975465,-0.0007898747922840954
2014-08-21,-0.00035787861355296435,-0.0010555281067334832
2014-08-22,0.00022132526523499507,-5.057928346396956e-05
2014-08-23,0.0006849401784734255,0.00024195266997217857
2014-08-24,-4.2413267289598267e-05,-0.0003435277091983213
2014-08-25,0.00031537901791756084,-0.00019936431805467336
2014-08-26,0.000553953874891544,0.00021804710643769099
2014-08-27,0.00018384740275689815,0.0002030169459439346
2014-08-28,0.0001367106105096827,-0.0002643048327635178
2014-08-29,0.00016028909199805597,0.00013713462936326692
2014-08-30,0.0007321607923704843,0.00013813270843376912
2014-08-31,0.0005797053629899018,-0.0004116144070742678
2014-09-01,0.0003169224645487301,0.0001929668495752601
2014-09-02,0.0004101176801289963,0.00017525978496846228
2014-09-03,-0.0004778302371588605,-0.0006436698748799596
2014-09-04,0.0002407303082250234,-1.1948700175956617e-06
2014-09-05,0.0005087185321515086,0.0001292863819102319
2014-09-06,0.0014708292982352766,0.0014860244651528909
2014-09-07,0.000756995372421132,0.0006281229584723658
2014-09-08,0.00019619919039604028,4.7432194172358777e-07
2014-09-09,-0.00011902606604508037,-0.0007223484094007748
2014-09-10,0.0005075705461399238,0.0002471013214968565
2014-09-11,0.0004936076300896541,0.00017703017301484714
2014-09-12,0.0007970621785815535,0.0004029514826155989
2014-09-13,0.0008242743237945049,0.000524035355405017
2014-09-14,0.0006236852903866996,0.0006669420837854823
2014-09-15,0.00035174440752228087,0.00010667250726381639
2014-09-16,0.0009150664941879327,0.0009792262593506518
2014-09-17,0.00016605755050669302,-0.0005266488309167983
