day,mean_diff,median_diff
2014-06-08,-0.001561072589186585,-0.0012137481145324536
2014-06-09,-0.0024677502334424783,-0.002228737565219463
2014-06-10,-0.004849177907258806,-0.004839499975055617
2014-06-11,-0.004163478354646477,-0.004606810513113624
2014-06-12,-0.0037894937337428214,-0.0040186238891486425
2014-06-13,-0.0034478368190915543,-0.0031898499780302902
2014-06-14,-0.003608073568992065,-0.0040910029446568075
2014-06-15,-0.0020129233391010803,-0.0017142105180449896
2014-06-16,-0.003497663213675617,-0.004416942548125302
2014-06-17,-0.004091036794853231,-0.004156227394902068
2014-06-18,-0.003632485911410077,-0.0035790282795977735
2014-06-19,-0.0022969240377845868,-0.001592447842828859
2014-06-20,-0.0029459146560233407,-0.0031477807813711234
2014-06-21,-0.003523909801359304,-0.0037062486456498345
2014-06-22,-0.0008459310945880816,-0.0004444975503199444
2014-06-23,-0.003304977744680082,-0.0030016680603757173
2014-06-24,-0.0037892006427502345,-0.0034332972805239947
2014-06-25,-0.0036153460396102233,-0.003443873797596142
2014-06-26,-0.003970458933618026,-0.004138734616142337
2014-06-27,-0.003846431608270029,-0.0038965140143649712
2014-06-28,-0.003261753935662526,-0.0026563490506863463
2014-06-29,-0.0017473133879108982,-0.001715865367074354
2014-06-30,-0.003596503803982687,-0.003460650549897082
2014-07-01,-0.004402313309370909,-0.0048365503503040586
2014-07-02,-0.005312812857485749,-0.00560220160864211
2014-07-03,-0.004158415747388178,-0.004287729918783567
2014-07-04,-0.004249880649701332,-0.004352577778573785
2014-07-05,-0.004152997811268433,-0.004476235095099534
2014-07-06,-0.0031689865385791105,-0.003371434393218742
2014-07-07,-0.00485065546820862,-0.005005149525715069
2014-07-08,-0.004149279445925025,-0.0038059034326098917
2014-07-09,-0.004419384803964643,-0.005149791527279346
2014-07-10,-0.0036766097093856587,-0.0031073034509405684
2014-07-11,-0.004389203882070758,-0.004220821081167392
2014-07-12,-0.004808575403108195,-0.0042987896283785965
2014-07-13,-0.0022544934078030376,-0.0011207177315830652
2014-07-14,-0.004449821197596515,-0.003872278127330153
2014-07-15,-0.0049532368793263615,-0.004752621218898412
2014-07-16,-0.005657527389313577,-0.0056382262821403906
2014-07-17,-0.004633897136533172,-0.004803822128111479
2014-07-18,-0.0060578258009864605,-0.00600817017416877
2014-07-19,-0.005461158788989007,-0.005710658113359468
2014-07-20,-0.0043666574113592205,-0.004359312521210468
2014-07-21,-0.0057618831549675065,-0.006009138238170397
2014-07-22,-0.006049298850928864,-0.00594069756222404
2014-07-23,-0.005891197614031007,-0.006133360533849608
2014-07-24,-0.00600826880586669,-0.0062329353244754415
2014-07-25,-0.005990997772821638,-0.006392208105082009
2014-07-26,-0.005205966475096968,-0.005154777258857157
2014-07-27,-0.00291269512754444,-0.0024691057254091486
2014-07-28,-0.005624082356457061,-0.005190778829628373
2014-07-29,-0.006050595048253893,-0.006163606615981365
2014-07-30,-0.005601093356165654,-0.005329394211812
2014-07-31,-0.005760601135867294,-0.005943931793112034
2014-08-01,-0.005398591818959186,-0.006154866297627626
2014-08-02,-0.006014933198076555,-0.00647520289556236
2014-08-03,-0.003883522491123337,-0.0037136405594848654
2014-08-04,-0.00654040432001457,-0.007526034237637758
2014-08-05,-0.007242927038009217,-0.00732376002907964
2014-08-06,-0.007197828813139129,-0.006951234609319679
2014-08-07,-0.0076255500046769065,-0.007618189411870757
2014-08-08,-0.006134199857024791,-0.006186887030123822
2014-08-09,-0.006121120117418055,-0.006398350476918724
2014-08-10,-0.0024960793134594095,-0.00228503317723483
2014-08-11,-0.005116692707580084,-0.004338365299142222
2014-08-12,-0.006090133969144151,-0.005850691902302252
2014-08-13,-0.0056365650739549356,-0.005256228053903689
2014-08-14,-0.006157596373904672,-0.0054768413973282914
2014-08-15,-0.005782421237302993,-0.006152355574354118
2014-08-16,-0.005962198278094855,-0.005762448597960601
2014-08-17,-0.003932524324999909,-0.003366012050140643
2014-08-18,-0.006903454689721089,-0.006778472495762022
2014-08-19,-0.00666204031994333,-0.006544052591435312
2014-08-20,-0.006978785132400134,-0.0071511507406814
2014-08-21,-0.0051933443597194096,-0.0051181602530221415
2014-08-22,-0.004379574619774784,-0.00396348598873808
2014-08-23,-0.004910661970662034,-0.005137957902152435
2014-08-24,-0.0029944678974171968,-0.002327542401018956
2014-08-25,-0.004911456467111774,-0.004738773449930012
2014-08-26,-0.004728310534787283,-0.0044163780302983735
2014-08-27,-0.0042185623274086925,-0.0036160525729722615
2014-08-28,-0.0035598137305083988,-0.0029972967432199127
2014-08-29,-0.0041712719987694324,-0.003262750448280727
2014-08-30,-0.0037596903695142903,-0.0035499326072985227
2014-08-31,-0.002238125834752136,-0.0017861763145159415
2014-09-01,-0.003722010328250702,-0.0027206618806148164
2014-09-02,-0.004225590132708179,-0.0032230696817345805
2014-09-03,-0.0043782385985098315,-0.0038718870660992
2014-09-04,-0.0039472482675548815,-0.0037642381817211135
2014-09-05,-0.002350214597991007,-0.0026668686322959267
2014-09-06,-0.001952238084253377,-0.001164204664230395
2014-09-07,-0.0021962547291560774,-0.0014014835665741021
2014-09-08,-0.0034167911718794297,-0.0029609288139633705
2014-09-09,-0.0035381987871909715,-0.003429731105293321
2014-09-10,-0.00396066102565551,-0.0038405793263549537
2014-09-11,-0.0030730132894654094,-0.003174882753232078
2014-09-12,-0.003840172011887688,-0.0042154204847342225
2014-09-13,-0.0038936931669071306,-0.0038507529439197885
2014-09-14,-0.0026628565755284495,-0.0019355029446697092
2014-09-15,-0.003581608205002418,-0.0038332430039287324
2014-09-16,-0.003851954622624776,-0.004129845670884702
2014-09-17,-0.0035541681535855574,-0.00383740681086131
2014-09-18,-0.003732653115209539,-0.0035798412217369346
2014-09-19,-0.005233181275889676,-0.005947890344813134
2014-09-20,-0.0036031729406753588,-0.003259882064144737
2014-09-21,-0.0030369214143710632,-0.0032493962521433772
2014-09-22,-0.004022163779566101,-0.0040116338630387105
2014-09-23,-0.004536022460782663,-0.004500145606278094
2014-09-24,-0.004387156286933536,-0.00420395622895442
2014-09-25,-0.0046418517501904955,-0.004662274700183211
2014-09-26,-0.004248260060895959,-0.004341456293974311
2014-09-27,-0.004552997475376408,-0.004802672689634413
2014-09-28,-0.002283562483019752,-0.002737322606606085
2014-09-29,-0.004101402546385247,-0.0042950983369471896
2014-09-30,-0.004448464876302349,-0.0047370640330641756
2014-10-01,-0.004005907522304897,-0.004348258330449717
2014-10-02,-0.003824878461776926,-0.0043834857742710565
2014-10-03,-0.0019717865232398157,-0.0021562329564519533
2014-10-04,-0.0035725013279581663,-0.003884665354228156
2014-10-05,-0.00142254137015696,-0.001487921149940341
2014-10-06,-0.004218406269859365,-0.004619210263788975
2014-10-07,-0.004681967996112979,-0.005526649797650496
2014-10-08,-0.003833226301404702,-0.0051058482189565435
2014-10-09,-0.004094279804730316,-0.004493613603523183
2014-10-10,-0.004334306907083807,-0.004241891636435957
2014-10-11,-0.0047305544676736755,-0.005245289007198339
2014-10-12,-0.002978056989424882,-0.003249366765401218
2014-10-13,-0.0047124593859955155,-0.004997801672177227
2014-10-14,-0.003869269921782603,-0.003945968924439214
2014-10-15,-0.005927417909291188,-0.006046919775995807
2014-10-16,-0.006675229097912849,-0.0067277065296176275
2014-10-17,-0.007804716672559664,-0.0088857427735336
2014-10-18,-0.00812497941907786,-0.008303239292390963
2014-10-19,-0.005995187221862208,-0.006167958773393822
2014-10-20,-0.007174291460185778,-0.008129868952427621
2014-10-21,-0.006398088318695372,-0.007089368609220159
2014-10-22,-0.00702046047101601,-0.0069196254337065
2014-10-23,-0.006219596117031934,-0.006553459938945183
2014-10-24,-0.006492268831622461,-0.006592101049607724
2014-10-25,-0.0070193178555022495,-0.007345388644651951
2014-10-26,-0.004638606166965653,-0.004469510570178414
2014-10-27,-0.0061961965103989325,-0.0067154024263234025
2014-10-28,-0.005973083065037743,-0.005964027874882705
2014-10-29,-0.005958184553268575,-0.0056937320795917845
2014-10-30,-0.005690912836050943,-0.005667593126444492
2014-10-31,-0.004398382004335177,-0.004202111288106547
2014-11-01,-0.0035749793245172246,-0.0028702374107909545
2014-11-02,-0.0038058234143281133,-0.0043886585118944055
2014-11-03,-0.005326153819384505,-0.005774648847783004
2014-11-04,-0.004236820967023824,-0.004548548242598649
2014-11-05,-0.004481223638697518,-0.004402350030522362
2014-11-06,-0.004152520409760108,-0.0037507920438573095
2014-11-07,-0.005016421451953246,-0.0050525339296436655
2014-11-08,-0.004746559433881359,-0.005033031748072014
2014-11-09,-0.0029747858079509637,-0.0033647084574190966
2014-11-10,-0.004302567143149139,-0.004499874228234502
2014-11-11,-0.004108558499876125,-0.00413872207646393
2014-11-12,-0.004641065180080783,-0.004609202406086199
2014-11-13,-0.005122118639953044,-0.00565962723985991
2014-11-14,-0.004832155838684571,-0.005185711905251855
2014-11-15,-0.003113587839001619,-0.0032736435941214115
2014-11-16,-0.002896901119418205,-0.003227696559403581
2014-11-17,-0.005231753165478192,-0.005920503479700301
2014-11-18,-0.004364029416012105,-0.004727975139850349
2014-11-19,-0.005128765034473792,-0.005910701451251832
2014-11-20,-0.004198412195996815,-0.005218027506421308
2014-11-21,-0.004005423528242069,-0.0040173613920941875
2014-11-22,-0.0036078040458324967,-0.003847573955738648
2014-11-23,-0.0028282209923828905,-0.0033933405754646984
2014-11-24,-0.0038252187654195247,-0.004321918978734018
2014-11-25,-0.0031472530016962708,-0.0030783890284074023
2014-11-26,-0.003999065053692519,-0.0038587318194047704
2014-11-27,-0.0041828745794567634,-0.004799686982500662
2014-11-28,-0.003965922382030085,-0.0037463989308379464
2014-11-29,-0.004644865501473916,-0.005117002589699826
2014-11-30,-0.0029604747944909082,-0.0024554472987154963
2014-12-01,-0.004278705546716166,-0.0050198319873737685
2014-12-02,-0.004708887825744634,-0.005148943829111463
2014-12-03,-0.006223827943529159,-0.006424754189811921
2014-12-04,-0.0059561770508014256,-0.006312036906796381
2014-12-05,-0.005055368785594094,-0.00582143051367523
2014-12-06,-0.0047431705594995766,-0.005299301360601083
2014-12-07,-0.0033544293454190743,-0.0037092005422725283
2014-12-08,-0.004568992820831008,-0.00489627465242215
2014-12-09,-0.0047788325814901444,-0.005022242396130361
2014-12-10,-0.00463147316549839,-0.0043163454972068305
2014-12-11,-0.00470208619255752,-0.005100956417079416
2014-12-12,-0.005039901215305065,-0.005772324061697365
2014-12-13,-0.0044989216450030955,-0.004840042082886464
2014-12-14,-0.003735552013429011,-0.003745457256715934
2014-12-15,-0.005497936103638246,-0.005815558378829966
2014-12-16,-0.005169462184714035,-0.006041843008937509
2014-12-17,-0.004283879103371913,-0.00438774165231437
2014-12-18,-0.005816037777467198,-0.006390462456160595
2014-12-19,-0.004742282541642551,-0.005170681064450955
2014-12-20,-0.004309049892943673,-0.004706534918798466
2014-12-21,-0.0021452206089223047,-0.0018138219777250608
2014-12-22,-0.0044052846880520136,-0.00486802534761277
2014-12-23,-0.004351883516509725,-0.004778059700210946
2014-12-24,-0.005215654222291866,-0.0058488828061262765
2014-12-25,-0.006279494407535724,-0.006742798013288809
2014-12-26,-0.0031010896695824464,-0.0035123050619911833
2014-12-27,-0.004050643830193712,-0.0042073944798048935
2014-12-28,-0.0036309207989257963,-0.003929834947188793
2014-12-29,-0.00392804909663047,-0.004877156509138336
2014-12-30,-0.003916961253591422,-0.004064193287856677
2014-12-31,-0.004548567655772162,-0.004626577045975466
2015-01-01,-0.004226868675049955,-0.004689403281726179
2015-01-02,-0.004283898303749201,-0.004615277477102664
2015-01-03,-0.004885083765391096,-0.005919969525638891
2015-01-04,-0.0037008563163414276,-0.00416055209093269
2015-01-05,-0.004432079570002134,-0.004972960530573056
2015-01-06,-0.0035677271912033515,-0.0036180263794927114
2015-01-07,-0.004529506512789272,-0.004823757890248581
2015-01-08,-0.0037173312922591517,-0.0036698361950084912
2015-01-09,-0.002989624453966,-0.0034231406169571432
2015-01-10,-0.0035454753075989665,-0.0037963937593896713
2015-01-11,-0.0011550168472940214,-0.0013453508298995054
2015-01-12,-0.003036277960450029,-0.00318692568660639
2015-01-13,-0.0031251472234925526,-0.0037556593300922536
2015-01-14,-0.004100640064103933,-0.003963492988459771
2015-01-15,-0.004379289928069907,-0.004765800480925453
2015-01-16,-0.0031561253380385512,-0.0036364871077916305
2015-01-17,-0.0030609318344232417,-0.003406261441258218
2015-01-18,-0.0014234283610579102,-0.0014719670134923923
2015-01-19,-0.002231837108970236,-0.002415422615032803
2015-01-20,-0.0030361753517282875,-0.0031056929285684376
2015-01-21,-0.0031029006955261007,-0.0036046026003209164
2015-01-22,-0.002198672520027367,-0.002428424077510982
2015-01-23,-0.0032695317045889905,-0.0034823557783962844
2015-01-24,-0.0028658970513835147,-0.003635075796335707
