day,diesel_median_last,diesel_mean_last,e5_median_last,e5_mean_last,e10_median_last,e10_mean_last,n_stations_seen
2022-12-31,1.839,1.8911887366818874,1.789,1.8553641975308643,1.729,1.7995087440381559,657
2023-01-01,1.829,1.8345228467153285,1.769,1.77933544115459,1.709,1.7214595613697579,13700
2023-01-02,1.829,1.8330471960022208,1.769,1.773242671009772,1.709,1.715956435058702,14408
2023-01-03,1.829,1.8353519316286826,1.789,1.792856130403969,1.729,1.7357197104018913,14393
2023-01-04,1.819,1.822571021146355,1.779,1.7835631164407864,1.719,1.7262853654927495,14376
2023-01-05,1.799,1.804628393941509,1.759,1.764367447156786,1.699,1.7068894159501926,14328
2023-01-06,1.789,1.794764431239389,1.749,1.7580026689749693,1.689,1.7004525399564794,14137
2023-01-07,1.789,1.8003519188479817,1.759,1.7650127231981492,1.699,1.7073735075467449,14098
2023-01-08,1.789,1.800765290685109,1.759,1.7670038927653324,1.699,1.7094100533130236,13882
2023-01-09,1.789,1.7966014719155732,1.739,1.7541854159292034,1.689,1.6968246144764998,14404
2023-01-10,1.789,1.7932740802559288,1.729,1.7435909929078015,1.679,1.6861270616078692,14380
2023-01-11,1.779,1.789305627403006,1.729,1.7363172521912635,1.669,1.678759810103108,14306
2023-01-12,1.789,1.7964920911434743,1.749,1.7581361665837538,1.689,1.7007090680100758,14352
2023-01-13,1.799,1.808460487804878,1.759,1.7729366252220249,1.709,1.7151115142539801,14351
2023-01-14,1.809,1.8162694109297375,1.769,1.7814478518732821,1.719,1.7233717139852787,14091
2023-01-15,1.809,1.8179226267880362,1.779,1.783309210041964,1.719,1.7252826186479475,13843
2023-01-16,1.809,1.8128557255641724,1.769,1.7797289899493904,1.709,1.7218902248942332,14314
2023-01-17,1.799,1.8121777530124676,1.769,1.780938409139289,1.719,1.7232009480779202,14358
2023-01-18,1.799,1.813622309327664,1.779,1.790307718416944,1.719,1.7335268327402136,15060
2023-01-19,1.799,1.8111452075894419,1.779,1.788628873339997,1.719,1.7308819857312723,14284
2023-01-20,1.809,1.813645679184699,1.789,1.794876157242558,1.729,1.7369581788521429,14327
2023-01-21,1.819,1.8250688898329086,1.799,1.804489352486826,1.739,1.74651382954801,14125
2023-01-22,1.819,1.8307891053391054,1.799,1.8115195999117453,1.739,1.7534361612927816,13861
2023-01-23,1.829,1.8343878631644952,1.809,1.8137648688978896,1.749,1.7560741097208856,14354
2023-01-24,1.839,1.846838631818495,1.819,1.8274676658926183,1.759,1.7698486403283733,14502
2023-01-25,1.839,1.844479098332054,1.829,1.8296467782128871,1.769,1.7718466043890866,14330
2023-01-26,1.819,1.8298245945190155,1.819,1.823123974605892,1.759,1.76512323786912,14305
2023-01-27,1.819,1.8233316087534084,1.819,1.825626872058194,1.759,1.76770740218279,14304
2023-01-28,1.819,1.831576205011713,1.829,1.8357942687604023,1.769,1.7778069608359017,14088
2023-01-29,1.819,1.8308094449643655,1.829,1.8369885504587156,1.769,1.7788278196060539,13892
2023-01-30,1.809,1.8216147146937922,1.819,1.8257508352882632,1.759,1.7679836344786728,14354
2023-01-31,1.789,1.794191164604626,1.809,1.811844138025657,1.749,1.7539976399914183,14874
2023-02-01,1.779,1.7871566983158915,1.799,1.8078841881853553,1.739,1.75020827494653,14430
2023-02-02,1.769,1.7775826919076347,1.798,1.8001371161737654,1.739,1.7424650081204784,14423
2023-02-03,1.749,1.761563765518157,1.779,1.786941938547107,1.719,1.7300892412714215,15071
2023-02-04,1.749,1.7595425763425765,1.779,1.7884730058714018,1.719,1.7306445585827006,14246
2023-02-05,1.749,1.7603271114925265,1.779,1.7913381688292755,1.719,1.7334041137326073,13984
2023-02-06,1.729,1.736191671854465,1.759,1.77020698659139,1.699,1.7125454478545667,14458
2023-02-07,1.719,1.730646851698426,1.769,1.7744423875554305,1.709,1.716725544874147,14485
2023-02-08,1.729,1.7383653272260393,1.779,1.7845558938053097,1.719,1.7270095997636983,14410
2023-02-09,1.729,1.739385252173913,1.779,1.7894181276172902,1.724,1.7318869906072036,14376
2023-02-10,1.729,1.7396506744541789,1.789,1.7942425703950633,1.729,1.7367677014042868,14383
2023-02-11,1.749,1.7550000707463742,1.799,1.8124602453102454,1.749,1.7545379775280898,14136
2023-02-12,1.749,1.7587198530471113,1.809,1.8183223201174743,1.749,1.7602949684098348,13883
2023-02-13,1.739,1.7455707816636477,1.799,1.8068172256964183,1.739,1.7490835553582003,14355
2023-02-14,1.729,1.740163146192329,1.799,1.804016654854713,1.739,1.7464062892153243,14393
2023-02-15,1.729,1.7462184388689765,1.799,1.8072904910472056,1.739,1.750588892049495,15072
2023-02-16,1.719,1.7327391485809682,1.789,1.8004011636157229,1.729,1.742715013662211,14376
2023-02-17,1.709,1.7194737061190508,1.789,1.7925719139297847,1.729,1.7349776334243745,14414
2023-02-18,1.719,1.7254096530280547,1.789,1.8009646151628713,1.739,1.7430662474736132,14151
2023-02-19,1.709,1.7312499640339518,1.798,1.808896743913171,1.739,1.7510440404655054,13902
2023-02-20,1.699,1.7155483023304061,1.779,1.796157553093911,1.729,1.7386386073159983,14461
2023-02-21,1.689,1.7051775102637254,1.789,1.7966742634007808,1.729,1.7387738042351548,14371
