day,diesel_median_last,diesel_mean_last,e5_median_last,e5_mean_last,e10_median_last,e10_mean_last,n_stations_seen
2019-12-31,1.299,1.305967032967033,1.439,1.4351818181818183,1.409,1.412736842105263,91
2020-01-01,1.314,1.323429553518628,1.439,1.4507348882555873,1.419,1.4280109150023226,13530
2020-01-02,1.299,1.31308785998187,1.429,1.433892467016598,1.409,1.4150182355112586,14343
2020-01-03,1.309,1.3239582664526484,1.409,1.4212062118848392,1.389,1.402787869844315,14331
2020-01-04,1.319,1.3316342800199303,1.409,1.4237989024478301,1.389,1.4052409277964835,14051
2020-01-05,1.329,1.3352996145734854,1.409,1.4245645696585296,1.389,1.4061030330742266,13753
2020-01-06,1.319,1.334389638041164,1.409,1.4244063130585185,1.389,1.4080118130841122,14092
2020-01-07,1.319,1.3326864228667508,1.409,1.4197969272352229,1.399,1.4055830929664965,14276
2020-01-08,1.309,1.3240542717086834,1.399,1.412965347943646,1.389,1.4015305428191096,14283
2020-01-09,1.309,1.318515770987004,1.389,1.3996868398515558,1.379,1.3917910580559056,14237
2020-01-10,1.299,1.308642657146857,1.389,1.3994534461910522,1.379,1.3934472789115646,14288
2020-01-11,1.299,1.3079235226784947,1.389,1.4023323172944335,1.389,1.3967170123234143,13980
2020-01-12,1.299,1.3097057923497268,1.399,1.4051048118855791,1.389,1.3994659333944395,13727
2020-01-13,1.299,1.3078012631578946,1.389,1.4044770897170955,1.389,1.3993615902865182,14252
2020-01-14,1.289,1.3002331460674157,1.389,1.4020718362105864,1.389,1.3971853113200563,14243
2020-01-15,1.289,1.2944045307443366,1.389,1.4023476707630753,1.389,1.3977742749054225,14216
2020-01-16,1.279,1.2912850831054072,1.399,1.406349839686498,1.389,1.4020047372316802,14261
2020-01-17,1.279,1.2910065983433947,1.399,1.4094914782856736,1.399,1.405125861174902,14248
2020-01-18,1.279,1.290758881438151,1.399,1.411568688477128,1.399,1.4073692100134911,14020
2020-01-19,1.279,1.2902246587278534,1.399,1.411847616240513,1.399,1.4075974718245507,13774
2020-01-20,1.279,1.2862402784614302,1.399,1.4125906428571429,1.399,1.4066398427649631,14223
2020-01-21,1.279,1.2873556255444616,1.409,1.4178084903084902,1.399,1.4104833381006865,14926
2020-01-22,1.269,1.2806568896391644,1.409,1.4195182168881268,1.399,1.4104959590716988,14221
2020-01-23,1.269,1.2740044338095575,1.409,1.4188575107296137,1.399,1.406655848496101,14210
2020-01-24,1.259,1.2669925603593488,1.399,1.4121058261427655,1.389,1.399276917376806,14249
2020-01-25,1.259,1.2684237009506112,1.399,1.4076336935238234,1.389,1.3945427177177179,13993
2020-01-26,1.259,1.2702400174241324,1.399,1.4087432422479194,1.389,1.3955095517162643,13776
2020-01-27,1.249,1.2620011191158986,1.379,1.3930332551694735,1.369,1.3798115952732646,14299
2020-01-28,1.239,1.2502531995849187,1.369,1.3863609841827769,1.359,1.3723385009140767,14462
2020-01-29,1.239,1.2496930359772775,1.379,1.3898071637114577,1.369,1.3752903726708074,14261
2020-01-30,1.239,1.2484786905930183,1.379,1.3883151299394803,1.359,1.3733962236208812,14268
2020-01-31,1.239,1.2485598069631163,1.374,1.3870986408855261,1.359,1.3696622458646068,14508
2020-02-01,1.239,1.246771754636234,1.389,1.3935313743938627,1.369,1.375689233768181,14024
2020-02-02,1.239,1.2480903872702174,1.389,1.3975459036944178,1.369,1.3793670625856556,13766
2020-02-03,1.229,1.2410134708482425,1.379,1.3917999857488956,1.364,1.3727833876221498,14257
2020-02-04,1.219,1.231548601864181,1.379,1.389430066942031,1.359,1.3704231281444215,14273
2020-02-05,1.219,1.2316816537121416,1.379,1.388812542650471,1.359,1.3699869173577353,14928
2020-02-06,1.229,1.236009590296876,1.379,1.3897958613776313,1.359,1.3705507246376811,14185
2020-02-07,1.229,1.2397721643681396,1.389,1.3932439616978705,1.369,1.373927167544315,14215
2020-02-08,1.229,1.2377928372292515,1.379,1.392768153790352,1.359,1.3734589905362775,13992
2020-02-09,1.229,1.240140282017735,1.389,1.394924551958109,1.369,1.375610662604722,13761
2020-02-10,1.229,1.2360912491178546,1.379,1.391100867445695,1.359,1.3718416864961331,14173
2020-02-11,1.226,1.2338943910709241,1.379,1.392078628309061,1.359,1.3721716923535106,14159
2020-02-12,1.219,1.2321862468229314,1.379,1.3909639090191577,1.359,1.3710697535919003,14166
2020-02-13,1.219,1.234860045306527,1.379,1.3941155533184728,1.359,1.3741817504100196,14128
2020-02-14,1.229,1.2397979514522242,1.389,1.4034983606557376,1.369,1.3802459149722737,14256
2020-02-15,1.229,1.2398427959292984,1.389,1.4026793070522439,1.369,1.3798345123258307,14939
2020-02-16,1.229,1.240838067562659,1.399,1.4058724832214764,1.369,1.3822099809523811,13767
2020-02-17,1.229,1.2415600187453975,1.399,1.4085232899133875,1.369,1.384587382109174,14939
2020-02-18,1.229,1.2375747280689362,1.399,1.409335247254719,1.369,1.3824054074184418,14160
2020-02-19,1.229,1.2366168086154714,1.399,1.4069327184327185,1.369,1.378770109824874,14208
2020-02-20,1.229,1.240092950062946,1.399,1.4161413746534934,1.369,1.387611906167011,14299
2020-02-21,1.229,1.2390321534339304,1.409,1.4196342144852783,1.379,1.3908654518408332,14185
2020-02-22,1.229,1.2397517497500357,1.409,1.4224333043352184,1.379,1.3933586874906143,14005
2020-02-23,1.229,1.2420236134392537,1.409,1.4244457430283306,1.389,1.3952815341126137,13724
2020-02-24,1.229,1.2357407721081233,1.409,1.4165836679093777,1.379,1.3882253384912961,14172
2020-02-25,1.219,1.2254772615102587,1.399,1.4079001504190245,1.369,1.3794783771734285,14186
2020-02-26,1.209,1.2190510784795898,1.389,1.4011575039268886,1.359,1.3727268071842065,14236
2020-02-27,1.199,1.207045826075305,1.369,1.3852150706436421,1.339,1.356969397969398,14928
2020-02-28,1.189,1.197827895652174,1.369,1.3784747717783596,1.339,1.3500393370165746,14378
2020-02-29,1.189,1.195644234164254,1.369,1.3776098278335724,1.339,1.3489895175079918,14163
2020-03-01,1.189,1.1983381754793725,1.369,1.381180785961808,1.339,1.352375009518008,13770
2020-03-02,1.189,1.1970762137617883,1.369,1.3808045438409657,1.339,1.3524143015112422,14318
2020-03-03,1.189,1.195969392539013,1.359,1.3745390022520985,1.339,1.3464663330950677,14936
2020-03-04,1.189,1.1973736352066449,1.359,1.373736026752201,1.339,1.3455957963969116,14932
2020-03-05,1.189,1.1978518570923242,1.359,1.3740944128855972,1.339,1.3454143720617866,14138
2020-03-06,1.189,1.1925100345046122,1.359,1.370464582140813,1.329,1.3418016786748868,14205
2020-03-07,1.179,1.1900762584791147,1.359,1.3701133661930993,1.329,1.3413988595438175,14007
2020-03-08,1.179,1.1926568653717349,1.359,1.3727760185627518,1.339,1.344575922219045,14934
2020-03-09,1.169,1.180521508749913,1.349,1.3575316931366987,1.319,1.328879006705475,14345
2020-03-10,1.159,1.1657008339124393,1.329,1.3346454918032786,1.299,1.3058602719588386,14394
2020-03-11,1.149,1.1593559593428016,1.319,1.3278484569648925,1.289,1.2991122900088417,14366
