day,diesel_median_last,diesel_mean_last,e5_median_last,e5_mean_last,e10_median_last,e10_mean_last,n_stations_seen
2024-12-31,1.659,1.6756963417212942,1.779,1.79795231986316,1.719,1.7389954327968682,4731
2025-01-01,1.619,1.632499783986175,1.739,1.7553907488986784,1.689,1.6969576194086429,13890
2025-01-02,1.619,1.6360977531973728,1.749,1.760302859159901,1.689,1.70245912456925,14467
2025-01-03,1.629,1.6462569990346159,1.759,1.7744908899050298,1.699,1.716847316538883,14505
2025-01-04,1.639,1.6498604028736443,1.769,1.7793309621326436,1.709,1.7213508850215677,14200
2025-01-05,1.639,1.654208058029302,1.769,1.7838205785426584,1.709,1.7255958427815572,13926
2025-01-06,1.639,1.649381311706629,1.769,1.779325775570431,1.709,1.7212504288164665,14183
2025-01-07,1.629,1.644189006548697,1.759,1.7691597923481723,1.699,1.7111124723247233,14356
2025-01-08,1.629,1.6439545200892858,1.759,1.7682691157624946,1.699,1.7102229684847592,14338
2025-01-09,1.629,1.64516909368974,1.759,1.7695308356564903,1.699,1.712040625,15045
2025-01-10,1.639,1.6589949867706448,1.759,1.7766161278863233,1.699,1.7185363087347179,14364
2025-01-11,1.649,1.667149056470422,1.769,1.7814568853640953,1.709,1.723371812080537,14151
2025-01-12,1.659,1.6712891129324727,1.769,1.7842816724532762,1.709,1.7259368052383128,13789
2025-01-13,1.649,1.6641282122905028,1.759,1.773594137783483,1.699,1.7155908015380066,14322
2025-01-14,1.669,1.6777943011647256,1.769,1.7856205335031485,1.709,1.7277480164560681,14426
2025-01-15,1.659,1.6745022741585613,1.769,1.7869445158526134,1.719,1.7289375277572168,14294
2025-01-16,1.669,1.6846369843924192,1.779,1.7937133816837314,1.719,1.735717391304348,14354
2025-01-17,1.669,1.6857833425951654,1.779,1.7898248475393561,1.719,1.7319365710080943,14398
2025-01-18,1.679,1.6897258750177129,1.779,1.7911162017632607,1.719,1.7329287421571558,14116
2025-01-19,1.679,1.6956803597122303,1.779,1.795477626173709,1.719,1.7371976233726916,13903
2025-01-20,1.679,1.6877964021754288,1.779,1.788906114314186,1.719,1.730851753414544,14344
2025-01-21,1.669,1.681443388978138,1.779,1.7880831729741289,1.719,1.7301421923474665,14319
2025-01-22,1.669,1.680913320274241,1.779,1.7899651577895188,1.719,1.7319113034472555,14297
2025-01-23,1.659,1.6762579409306213,1.779,1.7889867055310678,1.719,1.7310897360271347,14359
2025-01-24,1.659,1.6758294097100943,1.779,1.791451486419049,1.719,1.7334342747301494,14317
2025-01-25,1.659,1.6746539251079493,1.779,1.7916125072212594,1.719,1.733474053610095,14129
2025-01-26,1.659,1.675267605633803,1.779,1.7926214076246334,1.719,1.7344808900325437,13918
2025-01-27,1.659,1.666909439219784,1.778,1.787148219236511,1.719,1.7291791639017917,14358
2025-01-28,1.659,1.6660019475551229,1.779,1.7870063174332766,1.719,1.7291092703041013,14381
2025-01-29,1.657,1.6654091957235695,1.779,1.7906471259449437,1.719,1.73265947543406,14316
2025-01-30,1.649,1.6648121288339273,1.779,1.792935900178253,1.719,1.7349391252955084,14316
2025-01-31,1.649,1.665387691075362,1.779,1.7932522154055894,1.719,1.735229812787001,14985
2025-02-01,1.659,1.6728188636524446,1.779,1.7972108529369317,1.729,1.7391375886524822,14137
2025-02-02,1.669,1.6788790339969812,1.789,1.799960926618283,1.729,1.7417523095562624,13916
2025-02-03,1.669,1.677345063538612,1.789,1.8014335091220068,1.729,1.7434805204406003,14326
2025-02-04,1.659,1.6748224422902573,1.789,1.8028473635522664,1.729,1.7449380256750775,14343
2025-02-05,1.659,1.6730298611595618,1.789,1.8007190659262422,1.729,1.7427576182395041,14336
2025-02-06,1.659,1.6705801622831562,1.789,1.8009032258064517,1.729,1.7429680402456167,14300
2025-02-07,1.649,1.6667640268644186,1.789,1.7981760085683682,1.729,1.7402784557355226,14299
2025-02-08,1.659,1.6731433430170766,1.789,1.8043476438276957,1.729,1.746216874673044,14117
2025-02-09,1.669,1.6777971284996411,1.789,1.806407469791285,1.739,1.7481899901716187,13934
2025-02-10,1.669,1.6771617164022643,1.789,1.8060901697817093,1.739,1.7481656686626748,14314
2025-02-11,1.669,1.6830767037552157,1.799,1.8119263912549686,1.739,1.7540078728570379,14383
2025-02-12,1.669,1.6817149647025933,1.799,1.8098508740635035,1.739,1.7518156436959893,14311
2025-02-13,1.659,1.674591207715963,1.789,1.8019917249250963,1.729,1.7439639320029565,14310
2025-02-14,1.664,1.6771825174825175,1.789,1.8023530377668309,1.729,1.7443176740400976,14302
2025-02-15,1.669,1.6778625548789123,1.789,1.8019169195203004,1.729,1.7437915452983792,14124
2025-02-16,1.669,1.682751603627516,1.789,1.8041159963985594,1.729,1.7471357795324354,13564
2025-02-17,1.659,1.6690619400895856,1.779,1.796249392770396,1.729,1.738210779595765,14291
2025-02-18,1.659,1.674008715052639,1.789,1.8007252402990386,1.729,1.7426897212800472,14345
2025-02-19,1.659,1.6754957736639888,1.789,1.801984166607232,1.729,1.7441641438381452,14317
2025-02-20,1.659,1.6767840464205817,1.789,1.801061812990721,1.729,1.7430325347530318,14306
2025-02-21,1.659,1.675272905027933,1.789,1.801402609439612,1.729,1.743548918260356,14323
2025-02-22,1.669,1.6813390885932635,1.789,1.8037865703971119,1.729,1.7457620717964026,14134
2025-02-23,1.669,1.6836630060292852,1.789,1.8062069571585502,1.739,1.7481054262394196,13934
2025-02-24,1.659,1.6680592220127104,1.779,1.7955748003422705,1.729,1.7375923736328704,14321
2025-02-25,1.649,1.6664138697797235,1.779,1.79199886484569,1.719,1.7340545668480658,14394
2025-02-26,1.649,1.659777112210072,1.769,1.786242978027448,1.719,1.7284047724259832,14359
2025-02-27,1.639,1.6560549374130737,1.769,1.7829800539466212,1.709,1.7251343975283213,14382
2025-02-28,1.639,1.6533236305901031,1.769,1.7821706641443145,1.709,1.7246472194985292,15119
2025-03-01,1.649,1.665845186806978,1.779,1.7914924329778035,1.719,1.7334991426228286,14162
2025-03-02,1.659,1.6700242259174312,1.779,1.7928977040070195,1.719,1.7348664905660378,13955
2025-03-03,1.649,1.6587213333333333,1.769,1.7860792433904136,1.719,1.7281892292856613,14254
2025-03-04,1.639,1.6493043084216397,1.769,1.779029755125285,1.709,1.7211620704910782,14347
2025-03-05,1.629,1.6453780631725095,1.749,1.7674209630522657,1.699,1.7095516304347826,14408
2025-03-06,1.619,1.6344180403458213,1.739,1.7583878018685,1.689,1.700397752946205,17359
2025-03-07,1.609,1.6245058540978685,1.729,1.744742832691485,1.669,1.6866872711200909,16661
2025-03-08,1.609,1.6250919159142212,1.729,1.7438235209442925,1.669,1.6858385944014296,14179
2025-03-09,1.619,1.630725647835762,1.739,1.7483718971955773,1.679,1.6903293014817053,13935
2025-03-10,1.609,1.617851204108543,1.719,1.7340325848268046,1.669,1.6762542460113228,14412
2025-03-11,1.594,1.6069921665635951,1.709,1.7282116895874264,1.659,1.6704264288314525,14556
2025-03-12,1.589,1.6030344492964579,1.709,1.7229823033906704,1.649,1.665098847875541,14430
2025-03-13,1.589,1.6030394454072792,1.709,1.7285406993204984,1.659,1.6705157098810748,14430
2025-03-14,1.589,1.5998900954488864,1.719,1.7301712449685758,1.659,1.672271854620063,14462
2025-03-15,1.589,1.6005010242282969,1.719,1.7302137349571232,1.659,1.6721476645276825,14161
2025-03-16,1.589,1.6025956779117039,1.719,1.733014553922282,1.659,1.6747309514855209,14025
